App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,reviews_int,size_int,installs_int,price_int
UniFi,TOOLS,4.7,11018,25M,"500,000+",Free,0,Everyone,Tools,"July 25, 2018",1.7.0,4.1 and up,100.0,4500000.0,5000.0,0.0
Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3M,"100,000+",Paid,$0.99,Everyone,Arcade;Action & Adventure,"October 7, 2014",1.5.2,2.3 and up,140658.0,37000000.0,1000000.0,0.0
dk Verk,BUSINESS,4.4,9,31M,500+,Free,0,Everyone,Business,"March 14, 2018",2.0.14,4.1 and up,4.0,3100000.0,100.0,0.0
"Ultimate Public Campgrounds (Over 37,100 in US&CA)",TRAVEL_AND_LOCAL,4.7,213,6.1M,"5,000+",Paid,$3.99,Everyone,Travel & Local,"August 5, 2018",1.8.8.0,4.4 and up,3227.0,35000000.0,500000.0,0.0
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up,17.0,1500000.0,50.0,0.0
Google Drive,PRODUCTIVITY,4.4,2731171,Varies with device,"1,000,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,7657490.0,0.0,100000000.0,0.0
CityBus Lviv,AUTO_AND_VEHICLES,4.6,534,5.7M,"10,000+",Free,0,Everyone,Auto & Vehicles,"July 8, 2018",1.9.1,4.0.3 and up,38846.0,8600000.0,1000000.0,0.0
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63M,"100,000+",Free,0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up,11.0,25000000.0,1000.0,0.0
Ghost In Photo,PHOTOGRAPHY,3.9,28429,14M,"5,000,000+",Free,0,Teen,Photography,"March 16, 2018",2.0,2.3 and up,,,,
BJ's Wholesale Club,SHOPPING,4.2,4099,17M,"100,000+",Free,0,Everyone,Shopping,"July 27, 2018",2.0.10,4.1 and up,985.0,49000000.0,100000.0,0.0
Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80,2.2M,"10,000+",Free,0,Everyone,Productivity,"May 11, 2017",2.129.12,4.1 and up,200.0,3000000.0,1000.0,2.49
SMS Park,AUTO_AND_VEHICLES,4.5,3617,7.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,"May 16, 2018",2.8.2,4.1 and up,65786.0,0.0,1000000.0,0.0
LTC AS Legal,MEDICAL,4.0,6,1.3M,100+,Paid,$39.99,Everyone,Medical,"April 4, 2018",3.0.1,4.1 and up,12865.0,6900000.0,100000.0,2.99
Service Disabler,TOOLS,4.3,534,3.0M,"100,000+",Free,0,Everyone,Tools,"June 23, 2018",1.0.6,4.0 and up,38.0,13000000.0,1000.0,0.0
"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961,32M,"500,000+",Free,0,Everyone,Finance,"August 4, 2018",2.12.100,4.1 and up,190247.0,0.0,5000000.0,0.0
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35928,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,135952.0,0.0,5000000.0,0.0
Chat For Strangers - Video Chat,SOCIAL,3.4,622,Varies with device,"100,000+",Free,0,Mature 17+,Social,"May 23, 2018",Varies with device,Varies with device,,,,
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25M,"100,000+",Paid,$24.99,Everyone,Medical,"May 25, 2018",2018.5.47,5.0 and up,6012719.0,0.0,100000000.0,0.0
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"November 22, 2017",1.4,4.1 and up,66.0,1200000.0,50000.0,0.0
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865093,51M,"100,000,000+",Free,0,Everyone,Photography,"August 6, 2018",9.3.1,4.0.3 and up,11343.0,8400000.0,1000000.0,0.0
ET Telecom from Economic Times,NEWS_AND_MAGAZINES,4.7,273,6.3M,"10,000+",Free,0,Everyone,News & Magazines,"August 7, 2018",2.9.0,4.1 and up,,,,
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2580,53M,"100,000+",Free,0,Everyone,Simulation,"July 6, 2018",10,4.1 and up,,,,
CF-Bench,TOOLS,4.4,2132,103k,"100,000+",Free,0,Everyone,Tools,"July 3, 2013",1.3,2.1 and up,145646.0,42000000.0,10000000.0,0.0
Greeting Cards & Wishes,SOCIAL,4.5,17350,12M,"500,000+",Free,0,Everyone,Social,"July 18, 2018",1.078,Varies with device,75.0,1900000.0,10000.0,0.0
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92M,"5,000,000+",Free,0,Everyone,Education;Pretend Play,"July 31, 2018",2.3,4.4 and up,1520959.0,0.0,10000000.0,0.0
EF Mentor: Words,FAMILY,4.0,403,39M,"50,000+",Free,0,Teen,Education,"July 30, 2018",1.7.0.00115,4.1 and up,,,,
PayPal,FINANCE,4.3,659760,47M,"50,000,000+",Free,0,Everyone,Finance,"July 18, 2018",6.28.0,4.4 and up,559262.0,0.0,10000000.0,0.0
FE CREDIT - TET VUI,FINANCE,4.1,125,15M,"50,000+",Free,0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up,,,,
Forgotten Hill Mementoes,GAME,4.6,2027,56M,"100,000+",Free,0,Teen,Adventure,"March 19, 2018",1.5,4.1 and up,,,,
Mackolik Live Results,SPORTS,3.9,188834,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"July 24, 2018",Varies with device,Varies with device,26919.0,0.0,100000.0,5.99
Fulham FC,SPORTS,4.3,401,2.8M,"10,000+",Free,0,Everyone,Sports,"August 9, 2017",5.0,2.3 and up,,,,
Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011,68M,"1,000,000+",Free,0,Everyone,Books & Reference,"November 2, 2017",1.1.3,4.1 and up,2055.0,2600000.0,100000.0,0.0
Good house to buy a house,HOUSE_AND_HOME,3.8,491,15M,"100,000+",Free,0,Everyone,House & Home,"July 25, 2018",2.6.0,4.0.3 and up,2251012.0,52000000.0,100000000.0,0.0
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8M,"5,000+",Free,0,Everyone,Parenting,"July 10, 2018",1.0.6,4.0.3 and up,681.0,2800000.0,50000.0,0.0
Bubble Shooter Genies,GAME,4.5,26985,41M,"5,000,000+",Free,0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up,4476.0,20000000.0,500000.0,0.0
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up,506275.0,0.0,10000000.0,0.0
Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,91171.0,36000000.0,1000000.0,0.0
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45M,"5,000,000+",Free,0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up,,,,
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,33.0,37000000.0,1000.0,0.0
Patient Portal,MEDICAL,2.8,66,1.2M,"50,000+",Free,0,Everyone,Medical,"October 25, 2016",1.0,4.0.3 and up,50017.0,41000000.0,1000000.0,0.0
Teen Titans GO Figure!,FAMILY,4.5,1985,28M,"10,000+",Paid,$3.99,Everyone 10+,Action;Action & Adventure,"July 18, 2018",1.0.2,5.1 and up,282727.0,63000000.0,10000000.0,0.0
DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,18M,"5,000+",Free,0,Everyone,Travel & Local,"August 1, 2018",1.4.9,4.0.3 and up,83891.0,48000000.0,10000000.0,0.0
First Credit Union (AZ) Mobile,FINANCE,3.5,100,11M,"10,000+",Free,0,Everyone,Finance,"June 13, 2017",3.0.830,4.0 and up,24557.0,24000000.0,1000000.0,0.0
AP Planner,FAMILY,2.9,45,1.3M,"5,000+",Free,0,Everyone,Education,"August 3, 2015",1.1,2.1 and up,445.0,12000000.0,50000.0,0.0
Live Weather Pro,WEATHER,4.8,892,17M,"10,000+",Free,0,Everyone,Weather,"July 17, 2018",1.1,4.4 and up,132015.0,25000000.0,10000000.0,0.0
CG Backgrounds,FAMILY,4.0,8,3.6M,500+,Free,0,Everyone,Entertainment,"June 19, 2018",8.1,4.0.3 and up,107778.0,8800000.0,10000000.0,0.0
OpenCV Manager,LIBRARIES_AND_DEMO,3.7,12657,Varies with device,"1,000,000+",Free,0,Everyone,Libraries & Demo,"September 21, 2015",3.00,Varies with device,14200550.0,52000000.0,100000000.0,0.0
Ek Kauwa Pyasa Tha,FAMILY,4.1,35,3.1M,"50,000+",Free,0,Everyone,Entertainment,"June 25, 2017",1.3.6,4.0 and up,,,,
Trinomial Factoring Wizard,TOOLS,4.0,22,82k,"1,000+",Paid,$0.99,Everyone,Tools,"October 10, 2014",2.4,2.3 and up,6450.0,14000000.0,500000.0,0.0
Kids Educational Game 3 Free,FAMILY,4.3,24936,38M,"5,000,000+",Free,0,Everyone,Educational;Education,"May 16, 2018",3.1,4.1 and up,197.0,20000000.0,10000.0,0.0
CF GeneE,MEDICAL,4.3,16,40M,"1,000+",Free,0,Everyone,Medical,"May 31, 2018",5.0.0,4.0 and up,58575.0,96000000.0,1000000.0,0.0
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up,360630.0,40000000.0,50000000.0,0.0
Showtime Anytime,ENTERTAINMENT,3.7,18523,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 2, 2018",Varies with device,Varies with device,24729.0,32000000.0,1000000.0,0.0
Bike Race - Bike Blast Rush,GAME,4.4,83891,48M,"10,000,000+",Free,0,Everyone,Action,"July 19, 2018",3.1,4.0 and up,,,,
BSPlayer ARMv7 VFP CPU support,VIDEO_PLAYERS,4.3,9966,5.5M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 31, 2017",1.23,2.1 and up,6060.0,592000.0,500000.0,0.0
"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,24M,"10,000,000+",Free,0,Everyone,Personalization,"August 1, 2018",4.8.2.2195,4.1 and up,4229977.0,60000000.0,100000000.0,0.0
Bowmasters,GAME,4.7,1535084,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,14014.0,60000000.0,1000000.0,0.0
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7M,"10,000,000+",Free,0,Everyone,Communication,"March 5, 2017",196,2.1 and up,31320.0,53000000.0,5000000.0,0.0
Eyewitness Travel Phrase Book,FAMILY,3.8,10,25M,"1,000+",Free,0,Everyone,Education,"July 28, 2017",1.0,4.1 and up,795.0,21000000.0,50000.0,0.0
Ba ba black sheep offline Video,PARENTING,4.2,20,17M,"10,000+",Free,0,Everyone,Parenting,"July 2, 2017",1.1,4.0.3 and up,2442.0,13000000.0,100000.0,0.0
Complete Spanish Movies,ENTERTAINMENT,4.0,11656,4.5M,"1,000,000+",Free,0,Everyone,Entertainment,"January 20, 2018",1.02,4.0.3 and up,35518.0,0.0,1000000.0,0.0
LineStar for FanDuel,SPORTS,4.3,1539,14M,"50,000+",Free,0,Teen,Sports,"June 6, 2018",3.0.3,4.0.3 and up,,,,
TV+,ENTERTAINMENT,4.2,98509,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,"June 28, 2018",Varies with device,Varies with device,12073.0,42000000.0,1000000.0,0.0
Al-Moazin Lite (Prayer Times),LIFESTYLE,4.6,284670,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,"July 24, 2018",Varies with device,Varies with device,867.0,7500000.0,100000.0,0.0
Synd e-Passbook,FINANCE,4.3,9400,6.1M,"1,000,000+",Free,0,Everyone,Finance,"May 12, 2016",1.09,2.2 and up,37584.0,34000000.0,5000000.0,0.0
BK Suraj bhai,LIFESTYLE,4.6,9,3.1M,"1,000+",Free,0,Everyone,Lifestyle,"December 8, 2017",2.2,4.1 and up,41.0,11000000.0,1000.0,0.0
BG Remover & Eraser Pro,TOOLS,2.2,4,4.8M,500+,Free,0,Everyone,Tools,"April 3, 2018",3.0,2.3 and up,348962.0,26000000.0,1000000.0,6.99
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44M,"10,000+",Free,0,Teen,Action,"August 18, 2017",1.1,2.3 and up,23104.0,48000000.0,1000000.0,0.0
BBVA Spain,FINANCE,4.2,36746,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device,559186.0,0.0,10000000.0,0.0
MiniMovie - Free Video and Slideshow Editor,VIDEO_PLAYERS,4.5,504823,Varies with device,"50,000,000+",Free,0,Everyone,Video Players & Editors,"December 13, 2017",Varies with device,Varies with device,42.0,26000000.0,5000.0,0.0
Cookbook Recipes,FOOD_AND_DRINK,4.1,46539,Varies with device,"5,000,000+",Free,0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device,22584.0,16000000.0,1000000.0,0.0
Servidor Privado de CR y CoC - Light Royale,FAMILY,4.6,3106,3.6M,"10,000+",Free,0,Everyone,Entertainment,"May 17, 2018",7,4.0.3 and up,2248.0,29000000.0,100000.0,0.0
"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,4.5,26361,29M,"5,000,000+",Free,0,Everyone,Photography,"July 25, 2018",5.3,4.1 and up,2056.0,9800000.0,500000.0,0.0
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52M,"50,000,000+",Free,0,Everyone 10+,Action,"June 11, 2018",2.0.1.3,4.1 and up,44.0,2800000.0,10000.0,0.0
CT MyChiroTown Mobile,MEDICAL,3.9,40,4.0M,"5,000+",Free,0,Everyone,Medical,"July 7, 2015",4.1.0,2.3.3 and up,10.0,3000000.0,10000.0,0.0
Leica CL,PHOTOGRAPHY,2.6,8,2.4M,"1,000+",Free,0,Everyone,Photography,"November 21, 2017",1.0,4.1 and up,4.0,33000000.0,50.0,1.99
Photo Editor - BPhoto,PHOTOGRAPHY,4.5,42,20M,"1,000+",Free,0,Everyone,Photography,"September 17, 2016",1.2,4.2 and up,707.0,5000000.0,100000.0,0.0
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277904,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports,"August 2, 2018",Varies with device,Varies with device,319.0,11000000.0,100000.0,0.0
Snapchat,SOCIAL,4.0,17000166,Varies with device,"500,000,000+",Free,0,Teen,Social,"July 30, 2018",Varies with device,Varies with device,2194.0,17000000.0,500000.0,0.0
"Beacon Baptist Jupiter, FL",LIFESTYLE,5.0,14,2.6M,100+,Free,0,Everyone,Lifestyle,"October 13, 2017",2.4,4.0.3 and up,,,,
Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6M,"50,000+",Free,0,Everyone,Entertainment,"February 5, 2018",INDIRIMBO V.2014.002,1.6 and up,1236.0,33000.0,100000.0,0.0
Puzzles Volvo FH 16 Trucks,FAMILY,4.8,10,8.2M,"1,000+",Free,0,Teen,Puzzle,"December 2, 2016",1.0,4.0 and up,,,,
codeSpark Academy & The Foos,FAMILY,4.1,4522,57M,"500,000+",Free,0,Everyone,Educational;Education,"June 21, 2018",2.19.01,4.1 and up,57146.0,0.0,1000000.0,0.0
BT Find Address for Bluetooth,BUSINESS,4.8,8,2.6M,"5,000+",Free,0,Everyone,Business,"October 31, 2017",2.0,3.0 and up,398.0,2200000.0,50000.0,0.0
Lettre de motivation et CV,FAMILY,4.3,979,9.9M,"100,000+",Free,0,Everyone,Education,"July 30, 2018",2.0,4.0 and up,,,,
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39M,"1,000,000+",Free,0,Everyone,Lifestyle,"August 5, 2018",2.15,5.0 and up,1295625.0,11000000.0,100000000.0,0.0
My College Bookstore,SHOPPING,3.2,661,7.6M,"100,000+",Free,0,Everyone,Shopping,"March 19, 2018",3.0.2,4.1 and up,41089.0,42000000.0,5000000.0,0.0
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5M,"100,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up,58.0,15000000.0,10000.0,0.0
Sabbath School,BOOKS_AND_REFERENCE,4.7,28237,10M,"100,000+",Free,0,Everyone,Books & Reference,"April 22, 2018",3.2.994,4.0.3 and up,8369.0,63000000.0,50000.0,0.0
USAA Mobile,FINANCE,4.5,100997,33M,"5,000,000+",Free,0,Everyone,Finance,"July 27, 2018",8.44.2,5.0 and up,24094.0,18000000.0,1000000.0,0.0
Cooking Channel,ENTERTAINMENT,4.1,1033,16M,"100,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,19870.0,7400000.0,1000000.0,0.0
FRANCE 24,NEWS_AND_MAGAZINES,4.3,47069,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"June 25, 2018",Varies with device,Varies with device,,,,
nds4droid,GAME,3.4,107778,8.8M,"10,000,000+",Free,0,Everyone,Arcade,"February 12, 2016",47,2.3.3 and up,26252.0,24000000.0,1000000.0,0.0
Lazada - Online Shopping & Deals,SHOPPING,4.2,1573054,Varies with device,"50,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",Varies with device,4.2 and up,260133.0,0.0,10000000.0,0.0
DX Alert,TOOLS,4.1,27,2.5M,"1,000+",Free,0,Everyone,Tools,"April 28, 2016",1.131,3.2 and up,,,,
To,MEDICAL,4.2,22,15M,"10,000+",Free,0,Everyone,Medical,"May 30, 2018",Varies with device,Varies with device,6380.0,0.0,1000000.0,0.0
Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,5.0,1,4.6M,5+,Free,0,Everyone,Medical,"August 2, 2018",2.0,4.0 and up,32896.0,31000000.0,5000000.0,0.0
Heavy Bus Simulator,FAMILY,4.4,252006,26M,"5,000,000+",Free,0,Everyone,Simulation,"March 15, 2018",1.084,2.3 and up,164.0,144000.0,5000.0,4.99
TED,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education,"July 27, 2018",3.2.5,4.1 and up,98509.0,0.0,5000000.0,0.0
CompTIA Exam Training,FAMILY,4.8,3053,17M,"50,000+",Free,0,Everyone,Education,"July 3, 2018",1.7,4.2 and up,5682.0,37000000.0,50000.0,1.99
Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,14M,"1,000,000+",Free,0,Everyone,Travel & Local,"January 9, 2018",11.0.269 (m),4.1 and up,6066.0,56000000.0,1000000.0,0.0
CJ Poker Odds Calculator,GAME,4.1,207,116k,"50,000+",Free,0,Everyone,Card,"January 30, 2011",1.2,1.6 and up,314.0,2600000.0,50000.0,0.0
U-Haul,TRAVEL_AND_LOCAL,3.2,852,37M,"100,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",2.2.1,4.4 and up,10847682.0,0.0,1000000000.0,0.0
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5M,"10,000,000+",Free,0,Everyone,Arcade,"January 9, 2018",Varies with device,Varies with device,20675.0,96000000.0,1000000.0,0.0
Spectrum TV,ENTERTAINMENT,3.4,46618,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",Varies with device,Varies with device,25508.0,0.0,1000000.0,0.0
CJ's Coffee Cafe,TRAVEL_AND_LOCAL,5.0,6,2.4M,500+,Free,0,Everyone,Travel & Local,"August 21, 2017",7.5.0,4.0.3 and up,23.0,4000000.0,5000.0,0.0
Candy Bomb,GAME,4.4,42145,20M,"10,000,000+",Free,0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,7837.0,21000000.0,100000.0,0.0
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2.0M,"1,000,000+",Free,0,Everyone,Tools,"December 23, 2016",1.12.23,4.0 and up,,,,
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5M,"10,000+",Free,0,Everyone,Libraries & Demo,"August 3, 2018",8.0.20180212,4.2 and up,3883589.0,57000000.0,100000000.0,0.0
Free antivirus and VPN,TOOLS,4.3,27749,16M,"1,000,000+",Free,0,Everyone,Tools,"July 19, 2018",3.3.6,4.0.3 and up,24.0,4800000.0,5000.0,0.0
BC Hockey,SPORTS,3.7,20,8.9M,"1,000+",Free,0,Everyone,Sports,"December 8, 2017",3.1,4.4 and up,127.0,1500000.0,50000.0,0.0
"OurHome – chores, rewards, groceries and calendar",FAMILY,4.3,3146,Varies with device,"100,000+",Free,0,Everyone,Lifestyle;Education,"January 31, 2018",3.13.2,4.1 and up,368.0,0.0,100000.0,0.0
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9M,"10,000,000+",Free,0,Everyone,Tools,"July 23, 2018",1.5.9.9,4.0 and up,,,,
AX Battery Saver,FINANCE,4.6,4546,3.0M,"100,000+",Free,0,Everyone,Finance,"February 8, 2018",1.2.3,4.0 and up,238.0,27000000.0,10000.0,0.0
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,Dating,"November 6, 2017",1.0,4.0.3 and up,3.0,3900000.0,100.0,0.0
DB for Fallout Shelter,FAMILY,4.0,3323,47M,"100,000+",Free,0,Everyone,Simulation,"March 29, 2018",1.9,4.0 and up,29.0,23000000.0,1000.0,0.0
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,Varies with device,"10,000,000+",Free,0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,249919.0,0.0,10000000.0,0.0
Super Dancer,GAME,4.1,91667,27M,"1,000,000+",Free,0,Everyone,Arcade,"July 24, 2018",3.3,2.3 and up,3068.0,6000000.0,100000.0,0.0
App vault,TOOLS,3.4,25094,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,617477.0,0.0,10000000.0,0.0
EF Parеnts,FAMILY,4.1,435,17M,"50,000+",Free,0,Everyone,Education,"June 21, 2018",3.1.0,4.1 and up,,,,
Ek Bander Ne Kholi Dukan,FAMILY,5.0,10,3.0M,"10,000+",Free,0,Everyone,Entertainment,"June 26, 2017",1.0.9,4.0 and up,,,,
CJ Gospel Hour,SOCIAL,5.0,7,18M,100+,Free,0,Everyone,Social,"July 25, 2018",1.0,4.4 and up,1251479.0,0.0,10000000.0,0.0
Rope Superhero Unlimited,GAME,4.4,6735,26M,"1,000,000+",Free,0,Mature 17+,Action,"May 10, 2017",1.1,2.3 and up,,,,
VLC for Android,VIDEO_PLAYERS,4.4,1032076,Varies with device,"100,000,000+",Free,0,Everyone,Video Players & Editors,"July 30, 2018",Varies with device,2.3 and up,1065.0,61000000.0,100000.0,0.0
Q Mobile Banking,FINANCE,4.7,460,12M,"10,000+",Free,0,Everyone,Finance,"June 26, 2018",5.9.1.0,5.0 and up,18893.0,91000000.0,100000.0,0.0
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46M,"500,000+",Free,0,Everyone 10+,Action,"May 14, 2016",1.0.1,2.3 and up,18.0,4000000.0,100.0,0.0
ab,FAMILY,3.8,10,22M,"1,000+",Free,0,Everyone,Casual,"October 27, 2016",1.0,4.0 and up,23168.0,54000000.0,1000000.0,0.0
CG Creative Sets: 2D/3D Artist,NEWS_AND_MAGAZINES,4.3,117,5.0M,"10,000+",Free,0,Everyone,News & Magazines,"June 22, 2016",3.1,4.0.3 and up,42182.0,3400000.0,1000000.0,0.0
Florida Travel Guide - TOURIAS,TRAVEL_AND_LOCAL,3.8,80,37M,"10,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",3.21,4.0 and up,,,,
PGA TOUR,SPORTS,4.0,11151,52M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",2018.6,5.0 and up,806.0,11000000.0,500000.0,0.0
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up,6701.0,11000000.0,1000000.0,0.0
HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 30, 2016",8.00.775375,5.0 and up,44893888.0,98000000.0,100000000.0,0.0
GroupMe,COMMUNICATION,4.5,330761,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"July 3, 2018",Varies with device,Varies with device,20901.0,7300000.0,1000000.0,0.0
F-Stop Gallery,PHOTOGRAPHY,4.2,12726,15M,"1,000,000+",Free,0,Everyone,Photography,"July 21, 2018",4.9.18,4.1 and up,1216.0,8600000.0,10000.0,1.99
Skull Widget BW,PERSONALIZATION,4.5,4,1.7M,10+,Free,0,Everyone,Personalization,"February 28, 2018",1.1,4.4 and up,226453.0,0.0,10000000.0,0.0
Holy Knight EN,FAMILY,4.0,26202,41M,"1,000,000+",Free,0,Teen,Role Playing,"May 5, 2018",1.1.700,2.3 and up,,,,
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,7006.0,23000000.0,1000000.0,0.0
Eternal Light AG,SOCIAL,5.0,30,13M,100+,Free,0,Teen,Social,"May 19, 2018",1.04,4.0.3 and up,11.0,17000000.0,1000.0,0.0
Prom MakeUp Tutorial,BEAUTY,4.8,104,12M,"10,000+",Free,0,Everyone,Beauty,"June 26, 2018",1.3,4.0.3 and up,601.0,35000000.0,100000.0,0.0
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4.8,311,14M,"5,000+",Free,0,Everyone 10+,News & Magazines,"July 15, 2018",2.9.19a,4.2 and up,,,,
Home Decoration Game,FAMILY,4.0,17543,19M,"5,000,000+",Free,0,Everyone,Casual,"January 25, 2018",3.0.1,4.0 and up,,,,
No Pimple - Fun games,FAMILY,3.3,24091,16M,"5,000,000+",Free,0,Teen,Casual,"August 4, 2016",1.1.0,2.3 and up,,,,
Netflix,FAMILY,4.4,5453997,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,"July 31, 2018",Varies with device,Varies with device,75.0,26000000.0,5000.0,0.0
"Strava Training: Track Running, Cycling & Swimming",HEALTH_AND_FITNESS,4.5,328469,Varies with device,"10,000,000+",Free,0,Teen,Health & Fitness,"August 1, 2018",Varies with device,Varies with device,10944.0,36000000.0,1000000.0,0.0
Stocard - Rewards Cards Wallet,SHOPPING,4.6,284725,20M,"10,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",7.2.1,4.1 and up,87055.0,0.0,10000000.0,0.0
CP Trivia,GAME,5.0,5,12M,100+,Free,0,Everyone,Trivia,"August 6, 2018",0.99,5.0 and up,204.0,29000000.0,10000.0,0.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1M,"50,000,000+",Free,0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,11335255.0,0.0,500000000.0,0.0
Run on Earth,HEALTH_AND_FITNESS,2.4,577,3.7M,"50,000+",Free,0,Everyone,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up,8.0,2400000.0,1000.0,0.0
AH Kollection for KLWP,PERSONALIZATION,4.6,644,59M,"50,000+",Free,0,Everyone,Personalization,"April 30, 2017",Version 1.20,4.4 and up,20.0,15000000.0,1000.0,0.0
